,pk,URL,news_headline,impact_type,translated
54,353,https://esg.businesstoday.com.tw/article/category/180687/post/202009110023,「別人的廢棄物可能是我們的資源」  Dell如何讓海洋塑膠、擋風玻璃從垃圾變黃金？,0,"""Other people's waste may be our resources."" How does Dell make marine plastic and windshields from garbage?"
55,228,https://esg.businesstoday.com.tw/article/category/180687/post/202004200019,小朋友們戴著口罩撿垃圾...謝金河：淨灘是我見過最美好的畫面！,3,Children wearing a cover to pick up garbage ... Xie Jinhe: Jingtan is the best picture I have ever seen!
56,825,https://esg.businesstoday.com.tw/article/category/180688/post/202105200018,迎接綠色金融浪潮　玉山聚焦「永續金融人才」佈局,0,"Welcome to the green financial wave Yushan to focus on the layout of ""sustainable financial talents"""
57,333,https://esg.businesstoday.com.tw/article/category/180688/post/202008280019,同事們還在工作，你敢準時下班嗎？責任制不是老闆說了算！,3,"The colleagues are still working, do you dare to get off work on time? The responsibility system is not the boss!"
58,955,https://esg.businesstoday.com.tw/article/category/180687/post/202108050031,三大原因，告訴你為何臺灣不適合核能發電,3,"Three reasons, tell you why Taiwan is not suitable for nuclear power generation"
59,2097,https://esg.businesstoday.com.tw/article/category/190807/post/202208270015,紙杯新概念，開啟全紙回收時代！中華紙漿，以技術翻轉用紙趨勢,0,"New concept of paper cups, open the era of full paper recycling! Chinese pulp, the trend of paper with technical flip"
60,1003,https://esg.businesstoday.com.tw/article/category/180688/post/202108240044,涂醒哲：大家誤會了！郭董沒有「買」新冠疫苗,4,"Tu Xingzhe: Everyone misunderstood! Guo Dong did not ""buy"" new crown vaccine"
61,352,https://esg.businesstoday.com.tw/article/category/180687/post/202009100019,一雙賣到6千塊的海洋廢棄塑料鞋，背後功臣竟是台灣！一文解析，台灣如何再創「紡織奇蹟」,3,"A pair of marine waste plastic shoes sold for 6,000 yuan, the hero behind it is Taiwan! Analysis of one article, how does Taiwan create a ""textile miracle"""
62,721,https://esg.businesstoday.com.tw/article/category/180687/post/202103170021,石油居然比汽水還便宜！比爾蓋茲：氣候變遷比新冠病毒致命5倍,3,Petroleum is actually cheaper than soda! Bill Gates: Climate change is 5 times fatal than the new crown virus
63,1560,https://esg.businesstoday.com.tw/article/category/180689/post/202202230028,為何德國賓士捧30億入股這家台灣電池廠？ 契機竟是2014年這款宏達電產品,0,Why does Germany hold 3 billion to this Taiwan battery factory? The opportunity is this Hongda Electric product in 2014
64,322,https://esg.businesstoday.com.tw/article/category/180687/post/202008200028,塑膠也能變電池！美最新研究「廢棄物儲能裝置」，讓寶特瓶、光碟有更好的再生方式,3,"Plastic can also change batteries! The latest American research ""waste energy storage device"" allows Baotter bottle and discs to have a better way to regenerate"
65,1278,https://esg.businesstoday.com.tw/article/category/180689/post/202111220021,遠東集團遭陸重罰！遠東新證實：9成已改善，很多企業都受檢遭罰、納悶為何遭點名,1,"Far East Group was severely punished! Far East New confirmation: 90 % have improved, and many companies have been punished and wondered why they were named"
66,831,https://esg.businesstoday.com.tw/article/category/180687/post/202105260055,缺水缺電、疫情升溫...彭博：台灣面臨氣候脆弱帶來的挑戰,3,"Water deficiency and electricity, the epidemic warming ... Bloomberg: Taiwan faces the challenge brought by the fragile climate"
67,1311,https://esg.businesstoday.com.tw/article/category/180687/post/202111300008,什麼是「碳邊境調整機制」？ 排碳者付費當道！看懂歐盟碳關稅的全球影響,3,"What is the ""carbon border adjustment mechanism""? Carbonaters pay for it! Understand the global impact of EU carbon tariffs"
68,542,https://esg.businesstoday.com.tw/article/category/180687/post/202012040017,荒廢老屋＋熱血年輕人！2個小鄉鎮創生故事：看這群台灣「擦澡工」如何以修代租，讓老房子再現風華,3,"Wilderly old house + bloody young people! Two small township creative stories: See how this group of Taiwan ""bath workers"" can be rented to rents, so that the old house reproduces the wind and Chinese"
69,794,https://esg.businesstoday.com.tw/article/category/180687/post/202104270036,停水、限水怎麼辦？缺水期3步驟正確用水，從儲水到復水都有訣竅,3,"What should I do if I do n’t stop water and limit water? 3 steps for 3 steps in the water shortage period, there is a trick from storage to re -water"
70,1262,https://esg.businesstoday.com.tw/article/category/180688/post/202111170040,挖掘在地職人、支持身障者就業！台灣這家B型企業推「吃好食、做公益」，讓每塊錢都發揮影響力,0,"Digging in local staff and supporting the disabled employment! This B -type enterprise in Taiwan has pushed ""eating good food, doing public welfare"", so that each dollar can exert its influence"
71,924,https://esg.businesstoday.com.tw/article/category/180687/post/202107280011,減碳不只是環保議題！讓產業轉骨，台灣應明確建立「碳定價制度」,3,"Carbon reduction is not just an issue of environmental protection! To make the industry bone, Taiwan should clearly establish the ""carbon setting system"""
72,2373,https://esg.businesstoday.com.tw/article/category/180688/post/202211240013,一瓶水救地球！解渴變容易，奉茶App讓旅人簡單找水，「從小行動改變，就能產生巨大影響力」,0,A bottle of water to save the earth! Quite quenching is easy. Fengcha APP allows travelers to find water simply.
73,741,https://esg.businesstoday.com.tw/article/category/180687/post/202103290028,聯合再生減資4成補虧損！跨進太陽能電廠，力拚建置1GW、電費收入55億元,0,"United regeneration reduction of 40 % to make up for losses! Step into the solar power plant, build 1GW and electricity costs of 5.5 billion yuan"
74,2355,https://esg.businesstoday.com.tw/article/category/180687/post/202211180013,COP27現場直擊》能源轉型也能穩定供電嗎？西、美、台各分享島嶼經驗,3,"Can COP27 directly hit the energy transformation? West, the United States, and Taiwan share the experience of islands"
75,1746,https://esg.businesstoday.com.tw/article/category/180687/post/202204150006,登IPCC國際報告！成大「綠色魔法學校」並列全球七大指標性綠建築,3,"Login IPCC International Report! Chengda ""Green Magic School"" is tied for seven indicator of green buildings in the world"
76,1459,https://esg.businesstoday.com.tw/article/category/180688/post/202201130030,終結血腥！時尚大國義大利將關閉最後十家皮草場,3,End blood! Fashion country Italy will close the last ten fur farms
77,1372,https://esg.businesstoday.com.tw/article/category/180687/post/202112160002,氣候升溫控制在1.5°C以下，全球碳價格恐升至600～800美元！碳價怎麼訂？牛津採NGFS模型,3,"The climate heating is controlled below 1.5 ° C, and the global carbon prices are likely to rise to $ 600 to $ 800! How to order carbon prices? Oxford's NGFS model"
78,1087,https://esg.businesstoday.com.tw/article/category/180689/post/202109290050,沒念大學、二度創業失敗，他憑什麼擠下軟銀孫正義、Uniqlo柳井正？日本神秘「新首富」，靠2心法擁破兆身家,0,"Without studying university, he failed to start a business for two times. Japan's mysterious ""new richest man"", relied on 2 mental methods to break the Zhaoda"
79,647,https://esg.businesstoday.com.tw/article/category/190807/post/202102020034,結合本業實踐CSR  邁向ESG永續經營,0,Combined with the practice of this industry CSR to ESG Sustainable Management
80,2086,https://esg.businesstoday.com.tw/article/category/180687/post/202208240024,「吸碳成石」是門好生意！貝佐斯、比爾蓋茲都看好，這家新創如何革新水泥製造過程？,0,"""Carbon absorption"" is a good business! Bezos and Bill Gates are optimistic. How does this new creation make a new cement manufacturing process?"
81,49,https://esg.businesstoday.com.tw/article/category/180687/post/201805300028,全台唯一！離岸風機八成海底探測都靠它,4,The only one in Taiwan! 80 % of the offshore wind turbine depends on it
82,1522,https://esg.businesstoday.com.tw/article/category/180687/post/202202080013,你能想像「苦瓜可樂」、「鹹蛋啤酒」的滋味嗎？這間公司發明「飲料印表機」，讓飲料隨選隨喝！,0,"Can you imagine the taste of ""bitter gourd"" and ""salted egg beer""? This company invented the ""beverage printer"", allowing drinks to drink with them!"
83,1317,https://esg.businesstoday.com.tw/article/category/190807/post/202112010075,年關前爆倒閉！英業達子公司負債22億無法償還，聲請破產,1,"Outside of the year's closure! The debt of Yingya subsidiaries cannot be repaid by 2.2 billion, and the voice is bankrupt"
84,336,https://esg.businesstoday.com.tw/article/category/180689/post/202007160010,區域主要投資機構　歐銀援助區域橫跨歐、亞、非三大洲　鎖定綠色產業趨勢,0,"Regional major investment institutions European and silver aid areas across Europe, Asia, and Africa to lock the green industry trend"
85,1949,https://esg.businesstoday.com.tw/article/category/180689/post/202207040005,瞄準財務危機的公司，見機以小吃大！「併購天王」分享環球晶如何躍升全球前 3 大,0,"The company aiming at the financial crisis is big! ""M & A Kings"" share how the glorious crystal jumps in the top 3 in the world"
86,1525,https://esg.businesstoday.com.tw/article/category/180687/post/202202090005,永續發展成企業顯學！廢棄漁網新用途，將成三星 Galaxy S22 材料,0,Sustainable development into an enterprise explanation! New use of abandoned fishing nets will become Samsung Galaxy S22 materials
87,1915,https://esg.businesstoday.com.tw/article/category/180688/post/202206200011,美國新創推共享心臟電擊器，讓每一個人都可以是救命的「AED外送員」,0,"The United States new creation sharing cardiac electric shocks, so that everyone can be a life -saving ""AED dealer"""
88,152,https://esg.businesstoday.com.tw/article/category/180687/post/201909110073,核電一年、核廢萬年！運不出台灣...你知道「核廢料」最後都去哪了嗎？,3,"Nuclear power for one year, nuclear waste 10,000 years! Can't get out of Taiwan ... Do you know where the ""nuclear waste"" went in the end?"
89,715,https://esg.businesstoday.com.tw/article/category/180687/post/202103160020,堪稱永續里程碑！LEVI’S推出「百年來最友善的牛仔褲」：減少耗水、零件循環再利用,0,"Can be called a sustainable milestone! Levi ’s launched"" the most friendly jeans in the past century "": reducing water consumption and parts of parts"
90,1044,https://esg.businesstoday.com.tw/article/category/180689/post/202109100010,店數超越星巴克，17日登興櫃》讓利與加盟主共好、建立黃金吧台手SOP，路易莎咖啡透露展店秘訣,2,"The number of stores surpasses Starbucks, and on the 17th, ""On the 17th,"" let Li Li and join the owner, establish a golden bar hand SOP, Louisa Coffee revealed the secrets of the exhibition shop"
91,689,https://esg.businesstoday.com.tw/article/category/180687/post/202103050025,台達電打造下一座護國神山！掌握「電動車心臟」，打進全球 10 大車廠,0,"Delta Electric builds the next god of guardians! Master the ""Electric Vehicle Heart"" and enter the 10 major car manufacturers in the world"
92,2440,https://esg.businesstoday.com.tw/article/category/180689/post/202212200005,台電虧掉半個資本額、漲電價救不了！經濟部注資1500億元，明年電費會再調？,1,"Taipower lost half of the capital and could not save the electricity price! The Ministry of Economic Affairs injects 150 billion yuan, and the electricity bill will be adjusted next year?"
93,1171,https://esg.businesstoday.com.tw/article/category/180689/post/202110260017,賈伯斯17年前開始下單郭董，締造了鴻海5兆元霸業...為何台灣攻電動車仍不脫這曠世天才的理念？,3,Jobs began to order Guo Dong 17 years ago and created Hon Hai's 5 trillion yuan hegemony ... Why did Taiwan's concept of not getting rid of this genius?
94,206,https://esg.businesstoday.com.tw/article/category/180687/post/202002270019,光陽機車搶灘東南亞　翻轉代工思維,0,Guangyang locomotive grab the beach Southeast Asia flip foundry thinking
95,1708,https://esg.businesstoday.com.tw/article/category/180687/post/202204010010,預測「海藻口味洋芋片」成熱銷商品，Tastewise用大數據找到人人買單的新口味,0,"It is predicted that ""seaweed -flavored potato chips"" will become hot -selling products."
96,1420,https://esg.businesstoday.com.tw/article/category/180688/post/202201030005,愛奇藝虧損重挫、Netflix大漲3倍…..中國演藝圈上演「共同富裕」，不但給台灣藝人更大發展空間，還讓台灣走出去,3,"Iqiyi has a heavy loss, Netflix has risen three times ..... The Chinese performing arts circle staged ""common prosperity"", which not only gives Taiwanese artists more room for development, but also allows Taiwan to go global"
97,526,https://esg.businesstoday.com.tw/article/category/180687/post/202011250033,董座帶頭衝，秤垃圾只為廢棄物減量...元大來真的！想借錢先出示「永續通行證」,0,"Dong Zhen took the lead, and the scales were only reduced to the waste ... Yuan Dalai really! If you want to borrow money, first show the ""Sustainable Pass"""
98,1858,https://esg.businesstoday.com.tw/article/category/180687/post/202205250015,「草皮換現金」 美國科羅拉多州提出省水妙招法案,3,"""Grasspack for cash"" in Colorado, USA proposes a wonderful recruitment bill"
99,53,https://esg.businesstoday.com.tw/article/category/180689/post/201807040016,當我們只用手機，不買手機,3,"When we only use mobile phones, we do not buy mobile phones"
100,835,https://esg.businesstoday.com.tw/article/category/180689/post/202106010030,聯電喊2050年達成淨零碳排！全球晶圓專工第一家，加入RE100獲供應鏈響應,0,"UMC shouted in 2050 to achieve a net zero carbon row! Global wafer special worker, adding RE100 to obtain supply chain response"
101,517,https://esg.businesstoday.com.tw/article/category/180687/post/202011200024,掀開水溝蓋滿滿的菸蒂...北一女學生專利設計：「可裝菸蒂」新菸盒亮相！6成試用者都說好,3,"Open the cigarette butt with a ditch ... The patented design of the North Yiyi female student: ""Can be equipped with a cigarette butt"" new cigarette box appeared! 60 % of the trials say good"
102,2260,https://esg.businesstoday.com.tw/article/category/180687/post/202210270015,iPhone充電時可查看電力來源是否為再生能源！目標2030年實現碳中和，蘋果做了哪些努力？,0,"You can check whether the power source is renewable when charging the iPhone! The goal of achieving carbon neutrality in 2030, what efforts did Apple make?"
103,975,https://esg.businesstoday.com.tw/article/category/180687/post/202108110018,128公斤綠蠵龜擱淺，解剖誤食17公分釣具造成結腸穿孔壞死,3,"128 kg of green turtles are stranded, dissecting 17 cm fishing tackles and causing punching necrosis of colon"
104,1628,https://esg.businesstoday.com.tw/article/category/180687/post/202203110029,航運擾亂供應鏈該如何解？人工智慧與綠色航運成關注焦點,0,How to solve the supply chain of shipping? Artificial intelligence and green shipping are focusing on the focus
105,973,https://esg.businesstoday.com.tw/article/category/180687/post/202108090020,為閃清潔員滑椅子撞擊核二跳機，台電：犯最低級的錯誤,1,"In order to flash the cleaners to hit the nuclear jumping machine, Taipower: The minimum mistake is made"
106,2143,https://esg.businesstoday.com.tw/article/category/190807/post/202209140006,兩大原因造成訂單銳減！越南代工廠現離職潮，業者憂缺工慘況重演,1,"Two major reasons have caused the order to decrease sharply! Vietnamese foundries are currently leaving, and the industry is concerned about the lack of work."
107,2163,https://esg.businesstoday.com.tw/article/category/180687/post/202209190025,一滴水利用 7 次！台塑網科技推動綠色轉型，石化業如何真正與 ESG 接軌？,0,Plies of water 7 times! Formosa Technology has promoted green transformation. How can the petrochemical industry really in line with ESG?
108,917,https://esg.businesstoday.com.tw/article/category/180689/post/202107260045,台泥收購義大利儲能公司NHΩA，張安平揭三大發展計畫，2030年目標攻下南歐市場15％,0,"Ta Ni acquired Italian energy storage company NHΩA, Zhang Anping unveiled the three major development plans, and in 2030, the goal of attacking the Southern Europe market was 15 %"
109,1703,https://esg.businesstoday.com.tw/article/category/180687/post/202203310030,「無論有無獲利，每年都捐出1％銷售額！」為何這個承諾，讓品牌與消費者都買單？,0,"""Whether or not or not, donate 1 % of sales every year!"" Why does this promise give the brand and consumers pay it?"
110,2470,https://esg.businesstoday.com.tw/article/category/180689/post/202212300007,「麥當勞有7成的蛋是我們供應」，缺蛋潮下還能加碼供貨，大武山牧場如何靠「科技養雞」穩定產量？,0,"""McDonald's has 70 % of the eggs for us."" It can also increase the supply of eggs under the lack of eggs. How can Dalwushan Ranch rely on ""technology to raise chicken"" to stabilize the output?"
111,98,https://esg.businesstoday.com.tw/article/category/180689/post/201811280053,春池玻璃實業有限公司：節能不是一味節省成本，是為了追求永續經營,0,"Chunchi Glass Industrial Co., Ltd.: Energy saving is not just saving costs, but to pursue sustainable operation"
112,1723,https://esg.businesstoday.com.tw/article/category/180687/post/202204070004,紙類如何「綠處理」？造紙廠化身發電廠：永豐餘轉廢為能「自己用電自己發」,0,"How is paper ""green treatment""? Paper factory transformed into a power plant: Yongfeng Yu transferred to be used to ""send it by yourself"""
